trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
M4-M4M2_0-14-372-2025-09-17-1_1-4142756061,M4,4142756061,СЛИВНИЦА,,,M4M2_0_372_14_2025-09-17_1,M4M2_0,0,0
A57-A141-9-13-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5795461188771,A141,0,0
A57-A140-12-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
A57-A140-2-8-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5725461188771,A140,0,0
A57-A140-13-16-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57135461188771,A140,0,0
TB7-TB780-2-11-19895052890,TB7,19895052890,Ж.К. ГОЦЕ ДЕЛЧЕВ,,,TB7219895052890,TB780,0,0
A57-A290-4-23-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5745461188771,A290,0,0
M1-M1M2_1-12-141-2025-09-17-1_1-41340111081,M1,41340111081,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_141_12_2025-09-17_1,M1M2_1,0,0
A57-A141-3-21-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5735461188771,A141,0,0
M1-M1M2_0-12-162-2025-09-17-1_1-1188748121,M1,1188748121,СЛИВНИЦА,,,M1M2_0_162_12_2025-09-17_1,M1M2_0,0,0
M1-M1M2_0-12-744-2025-09-17-1_1-17970107141,M1,17970107141,СЛИВНИЦА,,,M1M2_0_744_12_2025-09-17_1,M1M2_0,0,0
A57-A141-6-13-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5765461188771,A141,0,0
M4-M4M2_1-13-71-2025-09-17-1_1-17447527021,M4,17447527021,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_71_13_2025-09-17_1,M4M2_1,0,0
M4-M4M2_0-13-188-2025-09-17-1_1-6030939941,M4,6030939941,СЛИВНИЦА,,,M4M2_0_188_13_2025-09-17_1,M4M2_0,0,0
M4-M4M2_0-14-44-2025-09-17-1_1-18360570481,M4,18360570481,СЛИВНИЦА,,,M4M2_0_44_14_2025-09-17_1,M4M2_0,0,0
A57-A141-7-11-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5775461188771,A141,0,0
M1-M1M2_0-14-102-2025-09-17-1_1-6403176161,M1,6403176161,СЛИВНИЦА,,,M1M2_0_102_14_2025-09-17_1,M1M2_0,0,0
M1-M1M2_0-13-40-2025-09-17-1_1-42747417021,M1,42747417021,СЛИВНИЦА,,,M1M2_0_40_13_2025-09-17_1,M1M2_0,0,0
M4-M4M2_0-13-272-2025-09-17-1_1-18339714421,M4,18339714421,СЛИВНИЦА,,,M4M2_0_272_13_2025-09-17_1,M4M2_0,0,0
M1-M1M2_1-14-153-2025-09-17-1_1-39108721611,M1,39108721611,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_153_14_2025-09-17_1,M1M2_1,0,0
M4-M4M2_1-14-473-2025-09-17-1_1-2602201671,M4,2602201671,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_473_14_2025-09-17_1,M4M2_1,0,0
M4-M4M2_1-14-603-2025-09-17-1_1-16908657461,M4,16908657461,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_603_14_2025-09-17_1,M4M2_1,0,0
M1-M1M2_0-15-498-2025-09-17-1_1-39208238131,M1,39208238131,СЛИВНИЦА,,,M1M2_0_498_15_2025-09-17_1,M1M2_0,0,0
A57-A140-7-22-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5775461188771,A140,0,0
M1-M1M2_0-15-606-2025-09-17-1_1-32983725001,M1,32983725001,СЛИВНИЦА,,,M1M2_0_606_15_2025-09-17_1,M1M2_0,0,0
M1-M1M2_0-16-562-2025-09-17-1_1-9215411401,M1,9215411401,СЛИВНИЦА,,,M1M2_0_562_16_2025-09-17_1,M1M2_0,0,0
A57-A141-1-21-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5715461188771,A141,0,0
A57-A140-13-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57135461188771,A140,0,0
A57-A140-11-4-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57115461188771,A140,0,0
A57-A141-11-19-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57115461188771,A141,0,0
A57-A140-3-16-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5735461188771,A140,0,0
A57-A140-12-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
A57-A140-3-20-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5735461188771,A140,0,0
A57-A141-4-11-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5745461188771,A141,0,0
A57-A140-8-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5785461188771,A140,0,0
A57-A141-10-5-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57105461188771,A141,0,0
A57-A141-12-11-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
M1-M1M2_0-15-46-2025-09-17-1_1-19155512861,M1,19155512861,СЛИВНИЦА,,,M1M2_0_46_15_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-283-2025-09-17-1_1-39746637881,M1,39746637881,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_283_15_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-15-433-2025-09-17-1_1-17022966851,M1,17022966851,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_433_15_2025-09-17_1,M1M2_1,0,0
A57-A140-10-4-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57105461188771,A140,0,0
M1-M1M2_1-16-237-2025-09-17-1_1-13939963321,M1,13939963321,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_237_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-16-295-2025-09-17-1_1-32335897041,M1,32335897041,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_295_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-16-345-2025-09-17-1_1-30786437781,M1,30786437781,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_345_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-15-168-2025-09-17-1_1-15621066931,M1,15621066931,СЛИВНИЦА,,,M1M2_0_168_15_2025-09-17_1,M1M2_0,0,0
M1-M1M2_0-15-238-2025-09-17-1_1-11171095251,M1,11171095251,СЛИВНИЦА,,,M1M2_0_238_15_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-333-2025-09-17-1_1-29504128881,M1,29504128881,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_333_15_2025-09-17_1,M1M2_1,0,0
A57-A141-9-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5795461188771,A141,0,0
A57-A140-6-22-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5765461188771,A140,0,0
A259-A3883-2-4-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
M1-M1M2_1-15-383-2025-09-17-1_1-9869326631,M1,9869326631,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_383_15_2025-09-17_1,M1M2_1,0,0
A57-A140-6-4-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5765461188771,A140,0,0
A57-A140-12-14-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
A259-A3883-1-4-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
A57-A140-6-10-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5765461188771,A140,0,0
A259-A3883-1-6-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
M1-M1M2_1-15-533-2025-09-17-1_1-36415311541,M1,36415311541,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_533_15_2025-09-17_1,M1M2_1,0,0
A259-A3883-1-8-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
M1-M1M2_0-15-664-2025-09-17-1_1-11149995161,M1,11149995161,СЛИВНИЦА,,,M1M2_0_664_15_2025-09-17_1,M1M2_0,0,0
M4-M4M2_0-16-50-2025-09-17-1_1-7652131231,M4,7652131231,СЛИВНИЦА,,,M4M2_0_50_16_2025-09-17_1,M4M2_0,0,0
A57-A140-9-24-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
A259-A3883-1-2-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
A259-A3883-2-6-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
A57-A141-3-5-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5735461188771,A141,0,0
A57-A141-2-21-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5725461188771,A141,0,0
M1-M1M2_0-16-462-2025-09-17-1_1-11257749711,M1,11257749711,СЛИВНИЦА,,,M1M2_0_462_16_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-147-2025-09-17-1_1-29561555851,M1,29561555851,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_147_15_2025-09-17_1,M1M2_1,0,0
A57-A141-7-15-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5775461188771,A141,0,0
M1-M1M2_1-16-601-2025-09-17-1_1-40741417691,M1,40741417691,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_601_16_2025-09-17_1,M1M2_1,0,0
A57-A140-9-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
M1-M1M2_1-16-545-2025-09-17-1_1-41130206241,M1,41130206241,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_545_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-15-550-2025-09-17-1_1-34234256261,M1,34234256261,СЛИВНИЦА,,,M1M2_0_550_15_2025-09-17_1,M1M2_0,0,0
A259-A3883-2-2-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
M4-M4M2_1-15-699-2025-09-17-1_1-23268237241,M4,23268237241,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_699_15_2025-09-17_1,M4M2_1,0,0
A259-A3883-2-8-1422411870,A259,1422411870,АВТОСТАНЦИЯ БАНКЯ,,,,A3883,0,0
M4-M4M2_0-15-722-2025-09-17-1_1-9570462781,M4,9570462781,СЛИВНИЦА,,,M4M2_0_722_15_2025-09-17_1,M4M2_0,0,0
M4-M4M2_1-16-27-2025-09-17-1_1-41534696281,M4,41534696281,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_27_16_2025-09-17_1,M4M2_1,0,0
M1-M1M2_1-16-95-2025-09-17-1_1-29064103681,M1,29064103681,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_95_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-16-395-2025-09-17-1_1-27284393431,M1,27284393431,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_395_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-16-495-2025-09-17-1_1-11604772221,M1,11604772221,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_495_16_2025-09-17_1,M1M2_1,0,0
M4-M4M2_0-14-696-2025-09-17-1_1-24582591991,M4,24582591991,СЛИВНИЦА,,,M4M2_0_696_14_2025-09-17_1,M4M2_0,0,0
M1-M1M2_0-15-398-2025-09-17-1_1-15405295641,M1,15405295641,СЛИВНИЦА,,,M1M2_0_398_15_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-483-2025-09-17-1_1-29975715301,M1,29975715301,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_483_15_2025-09-17_1,M1M2_1,0,0
M1-M1M2_1-16-165-2025-09-17-1_1-41452653021,M1,41452653021,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_165_16_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-16-186-2025-09-17-1_1-38369728781,M1,38369728781,СЛИВНИЦА,,,M1M2_0_186_16_2025-09-17_1,M1M2_0,0,0
M1-M1M2_0-16-412-2025-09-17-1_1-36870065921,M1,36870065921,СЛИВНИЦА,,,M1M2_0_412_16_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-16-445-2025-09-17-1_1-6079177711,M1,6079177711,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_445_16_2025-09-17_1,M1M2_1,0,0
A57-A141-13-17-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57135461188771,A141,0,0
M1-M1M2_0-15-298-2025-09-17-1_1-40313082351,M1,40313082351,СЛИВНИЦА,,,M1M2_0_298_15_2025-09-17_1,M1M2_0,0,0
A57-A141-6-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5765461188771,A141,0,0
M1-M1M2_1-15-219-2025-09-17-1_1-6667872471,M1,6667872471,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_219_15_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-16-256-2025-09-17-1_1-15871137821,M1,15871137821,СЛИВНИЦА,,,M1M2_0_256_16_2025-09-17_1,M1M2_0,0,0
A57-A141-2-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5725461188771,A141,0,0
M1-M1M2_0-15-96-2025-09-17-1_1-38606649791,M1,38606649791,СЛИВНИЦА,,,M1M2_0_96_15_2025-09-17_1,M1M2_0,0,0
A57-A140-9-8-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
A57-A141-3-17-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5735461188771,A141,0,0
A57-A140-7-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5775461188771,A140,0,0
A57-A140-13-12-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57135461188771,A140,0,0
M1-M1M2_0-16-312-2025-09-17-1_1-27644155011,M1,27644155011,СЛИВНИЦА,,,M1M2_0_312_16_2025-09-17_1,M1M2_0,0,0
A57-A141-10-17-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57105461188771,A141,0,0
M1-M1M2_0-16-362-2025-09-17-1_1-7559461181,M1,7559461181,СЛИВНИЦА,,,M1M2_0_362_16_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-589-2025-09-17-1_1-14067390751,M1,14067390751,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_589_15_2025-09-17_1,M1M2_1,0,0
A57-A140-6-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5765461188771,A140,0,0
A57-A140-9-14-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
A57-A141-9-7-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5795461188771,A141,0,0
A57-A140-1-12-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5715461188771,A140,0,0
M1-M1M2_1-15-79-2025-09-17-1_1-2838486731,M1,2838486731,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_79_15_2025-09-17_1,M1M2_1,0,0
A57-A141-2-19-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5725461188771,A141,0,0
M1-M1M2_0-15-348-2025-09-17-1_1-211526851,M1,211526851,СЛИВНИЦА,,,M1M2_0_348_15_2025-09-17_1,M1M2_0,0,0
A57-A140-12-16-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
A57-A140-2-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5725461188771,A140,0,0
M1-M1M2_0-15-448-2025-09-17-1_1-39010377001,M1,39010377001,СЛИВНИЦА,,,M1M2_0_448_15_2025-09-17_1,M1M2_0,0,0
A57-A140-3-24-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5735461188771,A140,0,0
A57-A140-11-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57115461188771,A140,0,0
M1-M1M2_1-15-645-2025-09-17-1_1-41375673061,M1,41375673061,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_645_15_2025-09-17_1,M1M2_1,0,0
M4-M4M2_1-15-757-2025-09-17-1_1-34291065171,M4,34291065171,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_757_15_2025-09-17_1,M4M2_1,0,0
M4-M4M2_0-15-780-2025-09-17-1_1-15661773781,M4,15661773781,СЛИВНИЦА,,,M4M2_0_780_15_2025-09-17_1,M4M2_0,0,0
A57-A141-12-13-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
A57-A140-4-12-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5745461188771,A140,0,0
A57-A140-1-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5715461188771,A140,0,0
A57-A140-5-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5755461188771,A140,0,0
M1-M1M2_0-16-114-2025-09-17-1_1-39542246291,M1,39542246291,СЛИВНИЦА,,,M1M2_0_114_16_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-15-21-2025-09-17-1_1-20687004681,M1,20687004681,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_21_15_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-16-512-2025-09-17-1_1-17256697991,M1,17256697991,СЛИВНИЦА,,,M1M2_0_512_16_2025-09-17_1,M1M2_0,0,0
A57-A140-4-18-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5745461188771,A140,0,0
M4-M4M2_0-21-58-2025-09-17-1_1-19482113651,M4,19482113651,СЛИВНИЦА,,,M4M2_0_58_21_2025-09-17_1,M4M2_0,0,0
M4-M4M2_0-17-146-2025-09-17-1_1-31373254041,M4,31373254041,СЛИВНИЦА,,,M4M2_0_146_17_2025-09-17_1,M4M2_0,0,0
A57-A140-12-8-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
M4-M4M2_1-17-205-2025-09-17-1_1-16970550951,M4,16970550951,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_205_17_2025-09-17_1,M4M2_1,0,0
M1-M1M2_0-17-834-2025-09-17-1_1-18644441051,M1,18644441051,МЛАДОСТ 1,,,M1M2_0_834_17_2025-09-17_1,M1M2_0,0,0
A57-A141-11-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57115461188771,A141,0,0
A57-A140-5-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5755461188771,A140,0,0
M1-M1M2_1-18-159-2025-09-17-1_1-37694245911,M1,37694245911,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_159_18_2025-09-17_1,M1M2_1,0,0
A57-A141-2-17-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5725461188771,A141,0,0
M1-M1M2_0-18-180-2025-09-17-1_1-5063797461,M1,5063797461,СЛИВНИЦА,,,M1M2_0_180_18_2025-09-17_1,M1M2_0,0,0
A57-A140-9-4-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
A57-A141-12-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
A57-A140-4-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5745461188771,A140,0,0
A57-A140-7-4-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5775461188771,A140,0,0
M4-M4M2_1-19-763-2025-09-17-1_1-21136789221,M4,21136789221,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_763_19_2025-09-17_1,M4M2_1,0,0
M4-M4M2_0-19-786-2025-09-17-1_1-17085582481,M4,17085582481,СЛИВНИЦА,,,M4M2_0_786_19_2025-09-17_1,M4M2_0,0,0
A57-A140-8-10-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5785461188771,A140,0,0
M4-M4M2_1-17-115-2025-09-17-1_1-11810073951,M4,11810073951,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_115_17_2025-09-17_1,M4M2_1,0,0
A57-A141-12-15-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
M4-M4M2_0-17-792-2025-09-17-1_1-9981196111,M4,9981196111,СЛИВНИЦА,,,M4M2_0_792_17_2025-09-17_1,M4M2_0,0,0
A57-A141-9-21-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5795461188771,A141,0,0
A57-A140-12-22-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57125461188771,A140,0,0
M1-M1M2_1-18-31-2025-09-17-1_1-26896162641,M1,26896162641,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_31_18_2025-09-17_1,M1M2_1,0,0
A57-A140-7-12-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5775461188771,A140,0,0
M1-M1M2_0-19-84-2025-09-17-1_1-18379832281,M1,18379832281,СЛИВНИЦА,,,M1M2_0_84_19_2025-09-17_1,M1M2_0,0,0
A57-A140-2-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5725461188771,A140,0,0
A57-A141-10-11-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57105461188771,A141,0,0
M1-M1M2_1-19-207-2025-09-17-1_1-27671617961,M1,27671617961,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_207_19_2025-09-17_1,M1M2_1,0,0
A57-A141-12-9-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
A57-A140-2-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5725461188771,A140,0,0
M1-M1M2_0-16-676-2025-09-17-1_1-21120309161,M1,21120309161,СЛИВНИЦА,,,M1M2_0_676_16_2025-09-17_1,M1M2_0,0,0
A57-A141-12-5-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57125461188771,A141,0,0
A57-A290-8-23-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5785461188771,A290,0,0
M4-M4M2_0-17-236-2025-09-17-1_1-20532247261,M4,20532247261,СЛИВНИЦА,,,M4M2_0_236_17_2025-09-17_1,M4M2_0,0,0
M4-M4M2_1-19-815-2025-09-17-1_1-28672904541,M4,28672904541,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_815_19_2025-09-17_1,M4M2_1,0,0
A57-A141-3-3-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5735461188771,A141,0,0
M1-M1M2_0-20-806-2025-09-17-1_1-8536255221,M1,8536255221,СЛИВНИЦА,,,M1M2_0_806_20_2025-09-17_1,M1M2_0,0,0
A57-A141-5-15-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5755461188771,A141,0,0
A57-A140-8-22-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5785461188771,A140,0,0
A57-A141-13-19-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57135461188771,A141,0,0
M1-M1M2_0-20-76-2025-09-17-1_1-2231248451,M1,2231248451,СЛИВНИЦА,,,M1M2_0_76_20_2025-09-17_1,M1M2_0,0,0
A57-A140-3-8-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5735461188771,A140,0,0
M1-M1M2_0-20-216-2025-09-17-1_1-9612819651,M1,9612819651,СЛИВНИЦА,,,M1M2_0_216_20_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-16-657-2025-09-17-1_1-23004729981,M1,23004729981,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_657_16_2025-09-17_1,M1M2_1,0,0
A57-A141-1-17-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5715461188771,A141,0,0
A57-A141-1-9-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5715461188771,A141,0,0
A57-A140-11-8-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57115461188771,A140,0,0
A57-A140-9-6-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5795461188771,A140,0,0
M4-M4M2_0-17-604-2025-09-17-1_1-7170957631,M4,7170957631,СЛИВНИЦА,,,M4M2_0_604_17_2025-09-17_1,M4M2_0,0,0
M4-M4M2_0-17-736-2025-09-17-1_1-28696193931,M4,28696193931,СЛИВНИЦА,,,M4M2_0_736_17_2025-09-17_1,M4M2_0,0,0
A57-A140-10-10-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A57105461188771,A140,0,0
M1-M1M2_0-19-228-2025-09-17-1_1-7721602121,M1,7721602121,СЛИВНИЦА,,,M1M2_0_228_19_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-20-123-2025-09-17-1_1-6036264191,M1,6036264191,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_123_20_2025-09-17_1,M1M2_1,0,0
M1-M1M2_0-20-144-2025-09-17-1_1-9019738391,M1,9019738391,СЛИВНИЦА,,,M1M2_0_144_20_2025-09-17_1,M1M2_0,0,0
M1-M1M2_1-20-195-2025-09-17-1_1-15801672421,M1,15801672421,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_195_20_2025-09-17_1,M1M2_1,0,0
A57-A141-13-15-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A57135461188771,A141,0,0
A57-A141-5-5-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5755461188771,A141,0,0
A57-A140-4-16-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5745461188771,A140,0,0
A57-A141-6-21-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5765461188771,A141,0,0
M1-M1M2_1-17-53-2025-09-17-1_1-4536082311,M1,4536082311,БИЗНЕС ПАРК СОФИЯ,,,M1M2_1_53_17_2025-09-17_1,M1M2_1,0,0
A57-A141-6-9-5461188771,A57,5461188771,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A5765461188771,A141,0,0
A57-A140-8-2-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5785461188771,A140,0,0
M4-M4M2_1-17-579-2025-09-17-1_1-42543807411,M4,42543807411,ЛЕТИЩЕ СОФИЯ,,,M4M2_1_579_17_2025-09-17_1,M4M2_1,0,0
A57-A140-7-16-5461188771,A57,5461188771,СТУДЕНТСКИ ГРАД,,,A5775461188771,A140,0,0
