trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
TM25-TM85-2-37-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25235049760591,TM85,0,0
A55-A2645-2-23-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM674-6-41-35049760591,TM25,35049760591,Кв. Овча купел,,,TM25635049760591,TM674,0,0
TM25-TM674-4-41-35049760591,TM25,35049760591,Кв. Овча купел,,,TM25435049760591,TM674,0,0
TM25-TM85-1-3-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25135049760591,TM85,0,0
TM25-TM85-4-31-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25435049760591,TM85,0,0
TM25-TM85-6-7-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25635049760591,TM85,0,0
TM25-TM85-6-15-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25635049760591,TM85,0,0
TM25-TM85-3-25-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25335049760591,TM85,0,0
A55-A289-3-2-3246077781,A55,3246077781,Ж.К. ВРЪБНИЦА-2,,,,A289,0,0
A55-A2645-2-25-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
A55-A2645-3-3-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM85-7-31-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25735049760591,TM85,0,0
TM25-TM85-11-7-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251135049760591,TM85,0,0
A55-A2645-4-9-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM674-9-35-35049760591,TM25,35049760591,Кв. Овча купел,,,TM25935049760591,TM674,0,0
TM25-TM85-2-17-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25235049760591,TM85,0,0
TM25-TM85-1-29-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25135049760591,TM85,0,0
TM25-TM85-13-19-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251335049760591,TM85,0,0
A55-A197-1-16-3246077781,A55,3246077781,Ж.К. ВРЪБНИЦА-2,,,,A197,0,0
TM25-TM85-14-25-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251435049760591,TM85,0,0
A55-A2645-4-23-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM85-13-9-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251335049760591,TM85,0,0
A55-A2645-1-9-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
A55-A2645-1-13-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
A55-A2645-2-9-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM85-14-31-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251435049760591,TM85,0,0
TM25-TM85-13-15-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251335049760591,TM85,0,0
TM25-TM85-7-3-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25735049760591,TM85,0,0
TM25-TM86-11-12-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM251135049760591,TM86,0,0
TM25-TM86-12-6-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM251235049760591,TM86,0,0
TM25-TM86-3-10-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25335049760591,TM86,0,0
TM25-TM86-8-6-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25835049760591,TM86,0,0
A55-A197-4-8-3246077781,A55,3246077781,Ж.К. ВРЪБНИЦА-2,,,,A197,0,0
TM25-TM86-1-20-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25135049760591,TM86,0,0
TM25-TM86-2-8-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25235049760591,TM86,0,0
A55-A197-4-12-3246077781,A55,3246077781,Ж.К. ВРЪБНИЦА-2,,,,A197,0,0
TM25-TM86-9-20-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25935049760591,TM86,0,0
TM25-TM86-5-6-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25535049760591,TM86,0,0
TM25-TM86-1-28-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25135049760591,TM86,0,0
TM25-TM86-11-30-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM251135049760591,TM86,0,0
TM25-TM86-6-40-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25635049760591,TM86,0,0
TM25-TM86-3-8-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25335049760591,TM86,0,0
TM25-TM86-1-4-35049760591,TM25,35049760591,КВ. КНЯЖЕВО,,,TM25135049760591,TM86,0,0
A55-A197-2-20-3246077781,A55,3246077781,Ж.К. ВРЪБНИЦА-2,,,,A197,0,0
TM25-TM85-4-19-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25435049760591,TM85,0,0
TM25-TM85-9-7-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM25935049760591,TM85,0,0
TM25-TM85-13-39-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251335049760591,TM85,0,0
A55-A2645-3-19-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
TM25-TM85-11-15-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251135049760591,TM85,0,0
TM25-TM85-13-3-35049760591,TM25,35049760591,СЪДЕБНА ПАЛАТА,,,TM251335049760591,TM85,0,0
A55-A2645-2-21-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
A55-A2645-2-11-3246077781,A55,3246077781,Ж.К. ХАДЖИ ДИМИТЪР,,,,A2645,0,0
